"Super+Mario+64+big+star+secret|TPAWpHG3RWY,4cf016a471b74566|aa2b869848929200|4073833333333333|4073866666666667|41130E2000000000|4113114000000001|3122|3124"
"Cr1TiKaL's+halo+3+montage|Ib_0oSx-Y7A,21bff4a12c7e63b0|0000000000000000|40699CCCCCCCCCCD|4069E66666666666|4109032000000000|41094B0000000000|2049|2072"
"Halo+3-+funniest+thing+in+halo+3|UPTPv6kTRo8,50f4cfbfa913468f|0000000000000000|4061BCCCCCCCCCCD|4062066666666666|4101526000000000|41019A4000000000|1419|1442"
"Guitar+hero+III-+5+stars+on+Bulls+on+Parade+{Expert}|E7EhkW_RFY8,13b121916fd1158f|0000000000000000|406EBCCCCCCCCCCD|406F066666666666|410E046000000000|410E4C4000000000|2459|2482"
"Halo+3-+amazing+triple+splatter|NGZBhc2yAGE,34664185cdb20061|0000000000000000|404FF33333333333|40508CCCCCCCCCCD|40EF338000000000|40F0298000000000|639|662"
"Halo+3-+incredible+double+splatter+aka+ninja+warthhog|h8M_OIGhd_U,87c33f3881a177f5|0000000000000000|405439999999999A|4054CCCCCCCCCCCD|40F3C04000000000|40F4500000000000|809|832"
"Cod4+glitches-+on+top+of+the+map+bloc+tutorial-+old+school|Iyyix5IwYRU,232ca2c792306115|0000000000000000|405839999999999A|4058CCCCCCCCCCCD|40F7A84000000000|40F8380000000000|969|992"
"Cod4+glitches-+on+top+of+pipline+tutorial-+old+school|nlIprA09MH8,9e5229ac0d3d307f|0000000000000000|4058B9999999999A|40594CCCCCCCCCCD|40F8254000000000|40F8B50000000000|989|1012"
"Call+of+duty+4+glitchs-+bomb+walk+glitch+plus+tutorial|j3WgmXM3cUM,8f75a09973377143|e8e0e00c0e0410e0|4056B9999999999A|40574CCCCCCCCCCD|40F6314000000000|40F6C10000000000|909|932"
"Halo+3-+3+amazing+kills|PlqVVcAwOJM,3e5a9555c0303893|0000000000000000|40621CCCCCCCCCCD|4062666666666666|4101B02000000000|4101F80000000000|1449|1472"
"Halo+3+glitches-+outside+of+Foundry-+forge|U7gWL6lQhk,f94ee058bea54219|0000000000000000|40619CCCCCCCCCCD|4061E66666666666|4101332000000000|41017B0000000000|1409|1432"
"Halo+3-+Cr1TiKaL's+short+no+scope+montage|5HxYsMptrr4,e47c58b0ca6daebe|0000000000000000|405479999999999A|40550CCCCCCCCCCD|40F3FEC000000000|40F48E8000000000|819|842"
"Halo+3+glitches-+outside+of+foundry+tutorial-+forge|TYqxX1UAUPI,4d8ab15f550050f2|0000000000000000|4060DCCCCCCCCCCD|4061266666666666|410077A000000000|4100BF8000000000|1349|1372"
"Cod4+glitches-+outside+of+backlot+3+ways-+old+school|ZWetfFh5WII,6567ad7c58795882|0000000000000000|4048F33333333333|404A19999999999A|40E85D8000000000|40E97D0000000000|499|522"
"skate-+30+stair+grind+pros|o_KpchLZsiE,a3f2a97212d9b221|0000000000000000|405B79999999999A|405C0CCCCCCCCCCD|40FAD4C000000000|40FB648000000000|1099|1122"
"MoB+o+InsAnE+o's+new+gamertag+is+Cr1TiKaL|uyP7alYoPKA,bb23fb6a56283ca0|0000000000000000|4021CCCCCCCCCCCD|4026666666666666|40C1620000000000|40C5E00000000000|89|112"
"Halo+3+glitches-+On+top+of+Pelican+on+Rat's+Nest|HHWFiVy0iFg,1c7585895cb48858|0000000000000000|4055F9999999999A|40568CCCCCCCCCCD|40F575C000000000|40F6058000000000|879|902"
"Halo+3+glitches-+ghost+gun+PLUSER+tutorial|xlI-VvhHC-c,c6523e56f8470be7|0000000000000000|405AF9999999999A|405B8CCCCCCCCCCD|40FA57C000000000|40FAE78000000000|1079|1102"
"Halo+3+-+6+Last+Resort+glitches|trfoE8or0v4,b6b7e813ca2bd2fe|c92620c930004040|40743E6666666666|4074633333333333|4113C4F000000000|4113E8E000000000|3239|3262"
"Halo+3+glitches-+on+top+of+cannon+on+The+Ark+PLUSER+tutorial|1xAo6BErOpU,d71028e8112b3a95|0000000000000000|406A9CCCCCCCCCCD|406AE66666666666|4109FD2000000000|410A450000000000|2129|2152"
"Halo+3+glitches-+super+bounce+on+campaign|Pkv4g19GL-Y,3e4bf8835f462fe6|0000000000000000|405F79999999999A|4060066666666666|40FEBCC000000000|40FF4C7FFFFFFFFF|1259|1282"
"devil+may+cry+4-+boss+battle+#1|Z6Xh9dRUhfI,67a5e1f5d45485f2|0000000000000000|4064BCCCCCCCCCCD|4065066666666666|4104406000000000|4104884000000000|1659|1682"
"devil+may+cry+4-+boss+battle+#2|DpkELxriaew,0e99042f1ae269ec|0000000000000000|40791E6666666666|4079433333333333|411887B000000000|4118ABA000000000|4019|4042"
"devil+may+cry+4-+boss+battle+#3|2IHpTEOdTHM,d881e94c439d4c73|0000000000000000|40611CCCCCCCCCCD|4061666666666666|4100B62000000000|4100FE0000000000|1369|1392"
"devil+may+cry+4-+boss+battle+#4|rKuBX-P7sXI,acab815fe3fbb172|0000000000000000|406FDCCCCCCCCCCD|4070133333333333|410F1DA000000000|410F658000000000|2549|2572"
"devil+may+cry+4-+boss+battle+#5|nyVcAmZJR7Q,9f255c02664947b4|0000000000000000|4076EE6666666666|4077133333333333|411664D000000000|411688C000000000|3669|3692"
"devil+may+cry+4-+boss+battle+#6|Msd9rUrO0mE,32c77dad4aced261|0000000000000000|40707E6666666666|4070A33333333333|41101B7000000000|41103F6000000000|2639|2662"
"devil+may+cry+4-+boss+battle+#7|Hst3azY1oL4,1ecb776b3635a0be|0000000000000000|40621CCCCCCCCCCD|4062666666666666|4101B02000000000|4101F80000000000|1449|1472"
"devil+may+cry+4-+boss+battle+#8|2R-gxW46ZBk,d91fa0c56e3a6419|0000000000000000|4070EE6666666666|4071133333333333|411088D000000000|4110ACC000000000|2709|2732"
"devil+may+cry+4-+boss+battle+#9|qdoNs3qPDO0,a9da0db37a8f0ced|0000000000000000|40803F3333333333|408051999999999A|411FBB7000000000|411FDF6000000001|5199|5222"
"Halo+3-+7+Rat's+Nest+Glitches+PLUSER+Tutorials|4ClOGBVd_ZM,e0294e18155dfd93|0000000000000000|40772E6666666666|4077533333333333|4116A35000000000|4116C74000000000|3709|3732"
"Turok-+Serpent+battle|pd4RG2fU3_0,a5de111b67d4dffd|0000000000000000|40748E6666666666|4074B33333333333|4114131000000000|4114370000000000|3289|3312"
"Army+of+Two-+if+I+were+a+rich+man+achievement+guide|MgYUC9_OtiM,3206140bdfceb623|0000000000000000|40635CCCCCCCCCCD|4063A66666666666|4102E8A000000000|4103308000000000|1549|1572"
"Army+of+Two-+easy+150+kills+with+pistol/sniper+guide|zPGPImYaO3g,ccf18f22661a3b78|0000000000000000|405139999999999A|4051CCCCCCCCCCCD|40F0D24000000000|40F1620000000000|689|712"
"rsv2+glitches-+secret+room+on+three+kingdoms+casino|DfUb8qVcmG8,0df51bf2a55c986f|0000000000000000|4051F9999999999A|40528CCCCCCCCCCD|40F18DC000000000|40F21D8000000000|719|742"
"Gears+of+War-+Cr1TiKaL's+5th+sniper+montage|OpUMGP5BGto,3a950c18fe411ada|0000000000000000|406F9CCCCCCCCCCD|406FE66666666666|410EDF2000000000|410F270000000000|2529|2552"
"Halo+3-+Team+Domeshot+vs+team+vital|wANtXQXFkXI,c0036d5d05c59172|0000000000000000|407C3E6666666666|407C633333333333|411B94F000000000|411BB8E000000000|4519|4542"
"Halo+3-+4+narrows+glitches+PLUSER+tutorials|NoMJ6ZKc7_w,368309e9929ceffc|0000000000000000|406B5CCCCCCCCCCD|406BA66666666666|410AB8A000000000|410B008000000000|2189|2212"
"Call+of+Duty+4+glitches-+outside+of+strike+PLUSER+Tutorial|mZ393x-FonU,999dfddf1f85a275|0000000000000000|405FB9999999999A|4060266666666666|40FEFB4000000000|40FF8AFFFFFFFFFF|1269|1292"
"Halo+3-+Halloween+event-+infections+ranked|ixuTRQMlxHo,8b1b93450325c47a|848ac0b820401421|407A8E6666666666|407AB33333333333|4119EF1000000000|411A130000000000|4249|4272"
"Halo+3-+8+glitches+on+foundry|34M5MJyMKLE,df8339309c8c28b1|0000000000000000|40733E6666666666|4073633333333333|4112CAF000000000|4112EEE000000000|3079|3102"
"Halo+3+Glitches-+under+blackout++PLUSER+tutorial|CtlfIA3Cqv8,0ad95f200dc2aaff|0000000000000000|4053F9999999999A|40548CCCCCCCCCCD|40F381C000000000|40F4118000000000|799|822"
"Halo+3+glitches-+under+avalanche++PLUSER+tutorial|QTsikapD9X0,413b2291aa43f57d|0000000000000000|405839999999999A|4058CCCCCCCCCCCD|40F7A84000000000|40F8380000000000|969|992"
"Gears+of+War-+Cr1TiKaL+and+GaK+x+ColosSus+2v2+#1|Gf1xBR_PiW8,19fd71051fcf896f|0000000000000000|406C7CCCCCCCCCCD|406CC66666666666|410BD1E000000000|410C19C000000000|2279|2302"
"Gears+of+war-+Cr1TiKaL's+4th+sniper+montage|rFNx_5hc60c,ac5371ff985ceb47|0000000000000000|406D9CCCCCCCCCCD|406DE66666666666|410CEB2000000000|410D330000000000|2369|2392"
"Gears+of+War-+Cr1TiKaL's+6th+sniper+montage|j1DUxB8_-QE,8f50d4c41f3ff901|0000000000000000|407C4E6666666666|407C733333333333|411BA49000000000|411BC88000000000|4529|4552"
"Cr1TiKaL+vs+xXSOON3RS18Xx|X-j5gzojfpg,5fe8f9833a237e98|0000000000000000|4045F33333333333|404719999999999A|40E56F8000000000|40E68F0000000000|439|462"
"Halo+3-+3+Cold+Storage+glitches+PLUSER+out+and+under+the+map|9_3uCsmwszc,f7fdee0ac9b0b337|0000000000000000|40689CCCCCCCCCCD|4068E66666666666|4108092000000000|4108510000000000|1969|1992"
"Cr1TiKaL's+7th+Gears+of+War+sniper+montage+{All+Ranked}|A_V5fPel1iw,03f5797cf7a5d62c|0000000000000000|40730E6666666666|4073333333333333|41129C1000000000|4112C00000000000|3049|3072"
"Cr1TiKaL's+Unreal+tournament+3+Sniper+Montage{all+headshots}|Fh498NJMP3o,161e3df0d24c3f7a|0000000000000000|4066DCCCCCCCCCCD|4067266666666666|410653A000000000|41069B8000000000|1829|1852"
"Cr1TiKaLs+multisnipe+kill+minitage{100+percent+ranked}|daS6-JCKnns,75a4baf8908a9e7b|0000000000000000|4070BE6666666666|4070E33333333333|411059F000000000|41107DE000000000|2679|2702"
"Cr1TiKaL's+8th+Gears+of+War+sniper+montage+trailer+{all+ranked}|KYL6cltoiMg,2982fa725b6888c8|0000000000000000|4059F9999999999A|405A8CCCCCCCCCCD|40F95DC000000000|40F9ED8000000000|1039|1062"
"Cr1TiKaL's+8th+Gears+of+War+sniper+montage+{All+ranked}|W5wdGKJLZRY,5b9c1d18a24b6516|0000000000000000|40718E6666666666|4071B33333333333|4111251000000000|4111490000000000|2809|2832"
"Gears+of+War+2-+final+boss+battle+and+ending+cutscene|ik8mPmIbVl0,8a4f263e621b565d|0000000000000000|40717E6666666666|4071A33333333333|4111157000000000|4111396000000000|2799|2822"
"Cr1TiKaL's+1st+GoW+montage+{all+ranked}|13mtpIO6VDo,d779ada483ba543a|f080008000100000|406F7CCCCCCCCCCD|406FC66666666666|410EBFE000000000|410F07C000000000|2519|2542"
"Cr1TiKaL's+1st+Gears+of+War+2+sniper+montage+{no+bots}|yxEFKOU4Jk0,cb110528e538264d|0000000000000000|40703E6666666666|4070633333333333|410FB9DFFFFFFFFF|411000E000000000|2599|2622"
"Cr1TiKaL's+1st+Gears+of+War+2+montage+{no+bots}|4IFzmCzscSw,e08173982cec712c|0000000000000000|406D1CCCCCCCCCCD|406D666666666666|410C6E2000000000|410CB60000000000|2329|2352"
"Cr1TiKaL's+2nd+Gears+of+War+2+montage|_Cz2ScDhDzs,fc2cf649c0e10f3b|0000000000000000|406FDCCCCCCCCCCD|4070133333333333|410F1DA000000000|410F658000000000|2549|2572"
"Cr1TiKaL's+3rd+Gears+of+War+2+Montage|MouA9oOEsSc,328b80f68384b127|c108581044802000|40700E6666666666|4070333333333333|410F5C1FFFFFFFFF|410FA40000000000|2569|2592"
"Cr1TiKaL's+Gears+of+War+Hammerburst+minitage+{comedy+tage}|23uDaZNRA3A,db7b836993510370|0000000000000000|404D733333333333|404E99999999999A|40ECC28000000000|40EDE20000000000|589|612"
"Cr1TiKaL's+Gears+of+War+2+Horde+montage+{comedy+tage}|VEmRQNMa6Gw,54499140d31ae86c|0000000000000000|40693CCCCCCCCCCD|4069866666666666|4108A56000000000|4108ED4000000000|2019|2042"
"Cr1TiKaL's+Gears+of+War+Funtage+Episode+1|5Agr3TZ0Yh8,e4082bdd3674621f|0000000000000000|405679999999999A|40570CCCCCCCCCCD|40F5F2C000000000|40F6828000000000|899|922"
"Cr1TiKaL's+Gears+of+War+Funtage+episode+2|Eeuz2X1C4pk,11ebb3d97d42e299|0000000000000000|405839999999999A|4058CCCCCCCCCCCD|40F7A84000000000|40F8380000000000|969|992"
"Gears+of+War-+Are+these+headshots|_0FLX0J5UCk,ff414b5f42795029|0000000000000000|403AE66666666666|403D333333333333|40DA450000000000|40DC840000000000|269|292"
"Cr1TiKaL's+Gears+of+War+Funtage+episode+3|qH00flO5o4,faa1f4d1f94ee68e|0000000000000000|4053F9999999999A|40548CCCCCCCCCCD|40F381C000000000|40F4118000000000|799|822"
"Gears+of+War+Craziest+Double+Torque+Bow+kill|2bOGtuv0JF4,d9b386b6ebf4245e|0000000000000000|403EE66666666666|404099999999999A|40DE2D0000000000|40E0360000000000|309|332"
"Gears+of+War+2+Teamwork+Fail|B55v56tiyK8,079e6fe7ab62c8af|0000000000000000|403BE66666666666|403E333333333333|40DB3F0000000000|40DD7E0000000000|279|302"
"Cr1TiKaL's+Modern+Warfare+2+Montage+#1|SN7jubnyuCU,48dee3b9b9f2b825|0000000000000000|406D3CCCCCCCCCCD|406D866666666666|410C8D6000000000|410CD54000000000|2339|2362"
"Modern+Warfare+2+destroying+Harriers+UAVs+Helicopters+with+pistols|f_85zadvZJI,7fff39cda76f6492|c8c8062460200000|405179999999999A|40520CCCCCCCCCCD|40F110C000000000|40F1A08000000000|699|722"
"Cr1TiKaL's+Modern+Warfare+2+'Army+of+One'+Montage|T9q64imIfvk,4fdabae229887ef9|e082c00006401000|40623CCCCCCCCCCD|4062866666666666|4101CF6000000000|4102174000000000|1459|1482"
"Cr1TiKaL's+2nd+Gears+of+War+blindfire+montage{no+snipe+match|g25CPr7BCwE,836e423ebec10b01|0000000000000000|40700E6666666666|4070333333333333|410F5C1FFFFFFFFF|410FA40000000000|2569|2592"
"Gears+of+War+2-+Destroyed+by+Debris|0RsJ52tB3xU,d11b09e76b41df15|0000000000000000|4041F33333333333|404319999999999A|40E1878000000000|40E2A70000000000|359|382"
"Halo+Reach+Commentary+By+Cr1TiKaL|VOMiB6kVdPE,54e32207a91574f1|0000000000000000|40782E6666666666|4078533333333333|41179D5000000000|4117C14000000000|3869|3892"
"Cr1TikaL+vs.+Elites|yPKG9n2xHH4,c8f286f67db11c7e|0000000000000000|40703E6666666666|4070633333333333|410FB9DFFFFFFFFF|411000E000000000|2599|2622"
"Epik+aka+E.P-+im+fresh|nRCaotwiSvE,9d109aa2dc224af1|0000000000000000|406BBCCCCCCCCCCD|406C066666666666|410B166000000000|410B5E4000000000|2219|2242"
"Kidd+Tell-+lean+in+the+club|PKWoCz-cUBE,3ca5a80b3f9c5011|0000000000000000|406D1CCCCCCCCCCD|406D666666666666|410C6E2000000000|410CB60000000000|2329|2352"
"epik+aka+E.P+-+destroy+and+rebuild|gCYRYxuMAnc,802611631b8c0277|0000000000000000|406F9CCCCCCCCCCD|406FE66666666666|410EDF2000000000|410F270000000000|2529|2552"
"black+tee+productions-+g+stars+in+da+club|mMWg65HSvJc,98c5a0eb91d2bc97|0000000000000000|406A7CCCCCCCCCCD|406AC66666666666|4109DDE000000000|410A25C000000000|2119|2142"
"black+tee+productions-+heels+to+dey+grills|HgQ25vdtwU0,1e0436e6f76dc14d|0000000000000000|406ADCCCCCCCCCCD|406B266666666666|410A3BA000000000|410A838000000000|2149|2172"
"Luigi+Murders+Yoshi+{Extremely+Sad}|CJXK1LnFWag,0895cad4b9c559a8|a9b180424da48040|405C79999999999A|405D0CCCCCCCCCCD|40FBCEC000000000|40FC5E8000000000|1139|1162"
"Suicide+Mouse+version+realista+part+1|ozh1_HOEG_o,a33875fc73841bfa|c738382588c0d8c0|4060DCCCCCCCCCCD|4061266666666666|410077A000000000|4100BF8000000000|1349|1372"
"Super+mario+bloopers+ep+1:+The+Land+Of+Bombs|qtWBuhuBMw4,aad581ba1b81330e|80811dc14238291e|407C6E6666666666|407C933333333333|411BC3D000000000|411BE7C000000000|4549|4572"
"Roblox+Randomness+by+nintendo250|Kcwy-YFXU2o,29cc32f98157536a|9b04e69080086008|405739999999999A|4057CCCCCCCCCCCD|40F6AE4000000000|40F73E0000000000|929|952"
"The+Duck+Song+3:+The+Fail+Sequel|Yp6dDXTVDkA,629e9d0d74d50e40|9a20001c24040440|4042F33333333333|404419999999999A|40E2818000000000|40E3A10000000000|379|402"
"Mario+and+Luigi+-+A+Christmas+Special+2|4PpqZVwl__E,e0fa6a655c25fff1|e01840108082196c|4081073333333333|408119999999999A|4120A10800000000|4120B30000000000|5449|5472"
"Fleskhjerta's+TV+Show|umjxmoBBf74,ba68f19a80417fbe|906424c80b0000f0|4084373333333333|408449999999999A|4123BDE800000000|4123CFE000000000|6469|6492"
"scary+yoshi+picture|N0sMp1NQMfI,374b0ca7535031f2|0000000000000000|404A733333333333|404B99999999999A|40E9D48000000000|40EAF40000000000|529|552"
"ROBLOX+Bloopers+by+furzniak|PBzGyUjHKAQ,3c1cc6c948c72804|f286081080001000|407E6E6666666666|407E933333333333|411DB7D000000000|411DDBC000000000|4869|4892"
"Super+Mario+Bloopers+ADVANCE:+mario's+quest+for+weed+money|wU1o-EYcAEk,c14d68f8461c0049|f04e17d448902290|4085D73333333333|4085E9999999999A|4125542800000000|4125662000000000|6989|7012"
"Gummy+With+a+Twist|upi-Dma8vR0,ba98be0e66bcbd1d|80989260618c2690|403CE66666666666|403F333333333333|40DC390000000000|40DE780000000000|289|312"
"Ghost+in+little+big+planet|6qQWxm3jm9E,eaa416c66de39bd1|0000000000000000|405F39999999999A|405FCCCCCCCCCCCD|40FE7E4000000000|40FF0E0000000000|1249|1272"
"The+Ghost+of+LittleBigPlanet|gilQZbE-lsI,82295065b13e96c2|0000000000000000|40643CCCCCCCCCCD|4064866666666666|4103C36000000000|41040B4000000000|1619|1642"
"ANGRY+BIRDS+in+OUTER+SPACE|xqPcS7c75Mc,c6a3dc4bb73be4c7|9568d4c54a853a40|405979999999999A|405A0CCCCCCCCCCD|40F8E0C000000000|40F9708000000000|1019|1042"
"ANGRY+BIRDS+3D+CINEMATIC+TRAILER|QaNqlUUR7VY,bnprKQrOk6Y,41a36a954511ed56,6e7a6b290ace93a6|d96e06603e904008|4055F9999999999A|40568CCCCCCCCCCD|40F575C000000000|40F6058000000000|879|902"
"ASK+SHANE+-+INTRO+-+Animation|SyQlgdr9KLQ,4b242581dafd28b4|0000000000000000|404FF33333333333|40508CCCCCCCCCCD|40EF338000000000|40F0298000000000|639|662"
"MYSTERYGUITARMAN+-+GO+GO+GADGET+-+Animated+Remake|VMEBKUZhC6s,54c1012946610bab|8484300080c00000|405CF9999999999A|405D8CCCCCCCCCCD|40FC4BC000000000|40FCDB8000000000|1159|1182"
"NAZI+HITLER'S+EXECUTION+-+animation|wPsOCDsbJ2w,c0fb0e083b1b276c|0000000000000000|405DF9999999999A|405E8CCCCCCCCCCD|40FD45C000000000|40FDD58000000000|1199|1222"
"OBAMA+RAPPING+AT+THE+WHITE+HOUSE+-+Animation|zTdAKamYwQQ,cd374029a998c104|d04800208400c088|4061DCCCCCCCCCCD|4062266666666666|410171A000000000|4101B98000000000|1429|1452"
"JUSTIN+BIEBER+PLUSER+DARTH+VADER+3D+ANIMATION|MEJCtNf7MsQ,304242b4d7fb32c4|0000000000000000|40603CCCCCCCCCCD|4060866666666666|40FFB6C000000000|4100234000000000|1299|1322"
"Star+Wars+-+Darth+Vader+deleted+Scene|5X0BLlRLaP4,e57d012e544b68fe|0000000000000000|40631CCCCCCCCCCD|4063666666666666|4102AA2000000000|4102F20000000000|1529|1552"
"ACHMED+the+Dead+Terrorist+PLUSER+his+BREAKDANCE+SKELETONS|tqKXNZWlyYI,m7a9233bdd,b6a2973595a5c982|95583185b2897292,8b193988b58a7091|40679CCCCCCCCCCD|4067E66666666666|41070F2000000000|4107570000000000|1889|1912"
"Annoying+Orange+vs.+ACHMED+THE+DEAD+TERRORIST|rdjFqkIIkSs,add8c5aa4208912b|c440488660008044,c06b489ee03d9d62|4074BE6666666666|4074E33333333333|411441F000000000|411465E000000000|3319|3342"
"Annoying+Orange+vs+STONED+WIZARD|hf5TKE9pi9s,85fe53284f698bdb|0000000000000000|40699CCCCCCCCCCD|4069E66666666666|4109032000000000|41094B0000000000|2049|2072"
"Annoying+Orange+vs.+Fiery+PIXAR+Lamp|Ejerpc6A-aI,1237aba5ce80f9a2|0000000000000000|40673CCCCCCCCCCD|4067866666666666|4106B16000000000|4106F94000000000|1859|1882"
"JELLY+BEANS+at+the+MOVIES+...+and+ANNOYING+ORANGE+too|cotixfUonpM,728b62c5f5289e93|c9c0686394143219|40629CCCCCCCCCCD|4062E66666666666|41022D2000000000|4102750000000000|1489|1512"
"Annoying+Orange+vs.+NINJA+APPLE|Z-TorkIvyiA,67e4e8ae422fca20|879838743e532101|4062DCCCCCCCCCCD|4063266666666666|41026BA000000000|4102B38000000000|1509|1532"
"DANCING+MICE+PLUSER+CHASING+CATS|bSUf7fbAl_4,6d251fedf6c097fe|0000000000000000|406DDCCCCCCCCCCD|406E266666666666|410D29A000000000|410D718000000000|2389|2412"
"OBAMA+does+a+BREAKDANCE+for+us|VsWaeteBZbY,56c59a7ad78165b6|f61041cb07842841|4070CE6666666666|4070F33333333333|4110699000000000|41108D8000000000|2689|2712"
"Toilet+tells+a+Bar+Joke|M_Ss3FXHjH0,33f4acdc55c78c7d|0000000000000000|40607CCCCCCCCCCD|4060C66666666666|410019E000000000|410061C000000000|1319|1342"
"BREAKDANCE+PARTY+surprise+-+Animated+Music+Video|DImVcVFdENQ,0c899571515d10d4|a894838080402018|40615CCCCCCCCCCD|4061A66666666666|4100F4A000000000|41013C8000000000|1389|1412"
"Horror+in+a+Dentist's+office+2|DUFqOGsD6BQ,0d416a386b03e814|0000000000000000|4060FCCCCCCCCCCD|4061466666666666|410096E000000000|4100DEC000000000|1359|1382"
"Scary+Faces+PLUSER+dancing+demon|Onm6rUWk3nk,3a79baad45a4de79|0000000000000000|4060FCCCCCCCCCCD|4061466666666666|410096E000000000|4100DEC000000000|1359|1382"
"Fiery+Techno+Trance|tMXXiPwL2u4,PspEdg52J6M,b4c5d788fc0bdaee,3eca44760e7627a3|0000000000000000|4072FE6666666666|4073233333333333|41128C7000000000|4112B06000000000|3039|3062"
